OBJECTID,DCH_FEA_KEY,DCH_GRPH_KEY,DCH_FEATYPE_TEXT,DCH_OWNER_NAME,DCH_PRBL_FLOW_TYPE,DCH_MATERIAL_TYPE,DCH_PIPE_SHP_TEXT,DCH_LIFECYCLE_STAT,DCH_DSTNTN_TYPE,DCH_INSPECT_FLAG,DCH_CASING_FLAG,DCH_PERF_PIPE_FLAG,DCH_LENGTH_FT_NBR,DCH_WIDTH_IN_NBR,DCH_HEIGHT_IN_NBR,DCH_UPS_ELEV_FT_NBR,DCH_DNS_ELEV_FT_NBR,DCH_INSTALL_DATE,DCH_LST_UPDT_DATE,DCH_STREAM_NAME,DCH_GSIP_NAME,SHAPE_Length
52932,7143041,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,23.71,6,6,,,2017/01/24 13:52:14+00,2017/10/27 00:00:00+00,,,23.7101246105923
52933,7143045,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,5.05,8,8,,,2017/01/24 13:52:58+00,2017/10/27 00:00:00+00,,,5.05374958641604
52934,7143046,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,4.97,8,8,,,2017/01/24 13:53:08+00,2017/10/27 00:00:00+00,,,4.9653467696882
52935,7143048,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,13.5,8,8,,10.15,2017/01/24 13:53:18+00,2017/10/27 00:00:00+00,,,13.5042186761706
52936,7143052,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,42.64,6,6,,,2017/01/24 13:54:57+00,2017/10/27 00:00:00+00,,,42.642177195366
52937,7143054,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,44.52,6,6,,,2017/01/24 13:55:15+00,2017/10/27 00:00:00+00,,,44.5167754157264
52938,7143056,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,46.68,6,6,,,2017/01/24 13:55:30+00,2017/10/27 00:00:00+00,,,46.6783397835537
52939,7143059,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,77.61,6,6,,,2017/01/24 13:57:30+00,2017/10/27 00:00:00+00,,,77.6052620638986
52940,7143062,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,75.53,6,6,,,2017/01/24 13:57:42+00,2017/10/27 00:00:00+00,,,75.5274226039046
52941,7143065,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,73.44,6,6,,,2017/01/24 13:57:52+00,2017/10/27 00:00:00+00,,,73.4423468235003
52942,7143068,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,54.45,6,6,,,2017/01/24 13:58:02+00,2017/10/27 00:00:00+00,,,54.454374934086
52943,7143071,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,18.87,6,6,,,2017/01/24 13:58:17+00,2017/10/27 00:00:00+00,,,18.8655503801045
52944,7143073,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,5.31,8,8,,,2017/01/24 13:58:41+00,2017/10/27 00:00:00+00,,,5.30530403031659
52945,7143075,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,4.67,8,8,,,2017/01/24 13:59:15+00,2017/10/27 00:00:00+00,,,4.67190035276369
52946,7143077,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,17.45,8,8,,10,2017/01/24 13:59:32+00,2017/10/27 00:00:00+00,,,17.4451409902869
52947,7143079,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,9.64,8,8,,,2017/01/24 13:58:41+00,2017/10/27 00:00:00+00,,,9.6361475211263
52948,7143081,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,4.92,8,8,,,2017/01/24 13:58:41+00,2017/10/27 00:00:00+00,,,4.92339447128034
52949,7143092,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,115.02,8,8,10.42,,2017/01/24 14:05:18+00,2017/10/27 00:00:00+00,,,115.019780966495
52951,7143977,,Under Drain,King County,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,21.49,8,8,,9.82,2017/01/24 14:05:18+00,2017/10/27 00:00:00+00,,,21.4883595335377
53033,7146227,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,388.12,8,8,,,2006/12/17 14:37:05+00,2013/02/01 00:00:00+00,,,388.120390025771
53034,7146228,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,289.24,8,8,,,2006/12/17 14:37:05+00,2013/02/01 00:00:00+00,,,289.241294566717
53052,7146735,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,219.69,8,8,,,2006/12/19 09:34:36+00,2013/02/01 00:00:00+00,,,219.691178419983
53084,7147318,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,292.05,8,8,,,2006/12/20 07:52:10+00,2013/02/01 00:00:00+00,,,292.051159934509
53085,7147319,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,331.92,8,8,,,2006/12/20 07:52:10+00,2020/03/31 00:00:00+00,,,331.916846434303
53108,7147457,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,259.19,8,8,,,2006/12/20 10:10:09+00,2013/02/01 00:00:00+00,,,259.185076159316
53117,7147643,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,180.24,8,8,,,2006/12/20 10:44:58+00,2013/02/01 00:00:00+00,,,180.238642915641
53118,7147702,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,121.34,8,8,,,2006/12/20 11:33:51+00,2013/02/01 00:00:00+00,,,121.343256407258
53119,7147703,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,N,56.41,8,8,,,2006/12/20 11:33:51+00,2013/02/01 00:00:00+00,,,56.4113068736739
53127,7147733,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,98.37,8,8,,,2006/12/20 14:18:57+00,2013/02/01 00:00:00+00,,,98.3699575993553
53130,7147762,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,N,88.05,8,8,,,2006/12/20 14:42:42+00,2013/02/01 00:00:00+00,,,88.0500559981658
53137,7147833,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,225.11,8,8,,,2006/12/20 14:54:46+00,2013/02/01 00:00:00+00,,,225.109372538504
53142,7147946,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,163.2,8,8,,,2006/12/20 15:52:04+00,2013/02/01 00:00:00+00,,,163.20305835304
53143,7147947,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,305.11,8,8,,,2006/12/20 15:52:04+00,2013/02/01 00:00:00+00,,,305.112478876692
53152,7147975,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,150.16,8,8,,,2006/12/20 16:19:49+00,2013/02/01 00:00:00+00,,,150.161344986159
53161,7148138,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,111.36,8,8,,,2006/12/21 08:56:03+00,2013/02/01 00:00:00+00,,,111.358500559385
53162,7148146,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,287.55,8,8,,,2006/12/21 09:00:01+00,2013/02/01 00:00:00+00,,,287.549784715856
53171,7148250,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,N,139.84,8,8,,,2006/12/21 09:48:17+00,2013/02/01 00:00:00+00,,,139.843890187471
53178,7148481,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,76.04,8,8,,,2006/12/21 11:09:39+00,2020/03/31 00:00:00+00,,,76.035435023819
53180,7148496,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,192.59,8,8,,,2006/12/21 11:30:22+00,2020/03/31 00:00:00+00,,,192.588541812831
53187,7148598,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,95,8,8,,,2006/12/21 11:56:55+00,2013/02/01 00:00:00+00,,,94.9990554449337
53197,7148722,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,N,199.79,8,8,,,2006/12/21 12:57:57+00,2013/02/01 00:00:00+00,,,199.791848906923
53209,7148851,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,192.3,8,8,,,2006/12/21 14:21:03+00,2013/02/01 00:00:00+00,,,192.30242989798
53210,7148852,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,263.06,8,8,,,2006/12/21 14:21:03+00,2013/02/01 00:00:00+00,,,263.055889943661
53251,7150116,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,167.9,8,8,,,2006/12/26 12:45:08+00,2013/02/01 00:00:00+00,,,167.902810808613
53252,7150117,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,343.98,8,8,,,2006/12/26 12:45:08+00,2013/02/01 00:00:00+00,,,343.979942989745
53255,7150197,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,316.79,8,8,,,2006/12/26 13:38:27+00,2013/02/01 00:00:00+00,,,316.791813182096
53256,7150198,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,141,8,8,,,2006/12/26 13:38:27+00,2013/02/01 00:00:00+00,,,140.997537164397
53309,7153493,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,356,8,8,,,2006/12/31 12:35:23+00,2013/02/01 00:00:00+00,,,355.99818310472
53310,7153494,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,343.11,8,8,,,2006/12/31 12:35:23+00,2013/02/01 00:00:00+00,,,343.111663987157
53311,7153495,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,256.15,8,8,,,2006/12/31 12:35:23+00,2013/02/01 00:00:00+00,,,256.147296245261
53328,7153550,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,91.42,8,8,,,2006/12/31 14:16:47+00,2013/02/01 00:00:00+00,,,91.416000603106
53329,7153551,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,259.55,8,8,,,2006/12/31 14:16:47+00,2013/02/01 00:00:00+00,,,259.54864720708
53330,7153552,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,343.18,8,8,,,2006/12/31 14:16:47+00,2013/02/01 00:00:00+00,,,343.176528447694
53331,7153553,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,164.39,8,8,,,2006/12/31 14:16:47+00,2013/02/01 00:00:00+00,,,164.393492817367
53361,7153856,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,263.35,8,8,,,2006/01/02 09:45:19+00,2013/02/01 00:00:00+00,,,263.352126956607
53362,7153857,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,175.87,8,8,,,2006/01/02 09:45:19+00,2013/02/01 00:00:00+00,,,175.868911757358
53363,7153858,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Provisional Connect,,Y,N,Y,227.62,8,8,,,2006/01/02 09:45:19+00,2013/02/01 00:00:00+00,,,227.620916926093
53383,7155233,,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,28.91,6,6,,,2006/01/03 12:01:43+00,2013/02/01 00:00:00+00,,,28.9135713373535
53384,7155234,,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,39.46,6,6,,,2006/01/03 12:01:43+00,2013/02/01 00:00:00+00,,,39.4636462383628
53461,7165552,,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,61.32,6,6,,,2015/05/22 15:26:12+00,2015/08/21 00:00:00+00,,,61.3226572375248
53554,7169646,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,24.84,,,,,2015/05/22 17:09:25+00,2015/08/21 00:00:00+00,,,24.8409289155724
53555,7169649,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,8.5,,,,,2015/05/22 17:09:38+00,2015/08/21 00:00:00+00,,,8.50402411791661
53572,7170852,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,17.62,,,,,2015/05/22 18:11:39+00,2015/08/21 00:00:00+00,,,17.6242560297251
53573,7170856,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,18.26,,,,,2015/05/22 18:29:02+00,2015/08/21 00:00:00+00,,,18.2587059090619
53574,7170861,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,13.26,,,,,2015/05/22 18:35:11+00,2015/08/21 00:00:00+00,,,13.2558505172919
53575,7170865,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,9.5,,,,,2015/05/22 18:39:02+00,2015/08/21 00:00:00+00,,,9.50258770316847
53576,7170868,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,12.89,,,,,2015/05/22 18:39:13+00,2015/08/21 00:00:00+00,,,12.8865448948753
53577,7170871,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,8.07,,,,,2015/05/22 18:39:23+00,2015/08/21 00:00:00+00,,,8.07100187427717
53578,7170874,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,13.67,,,,,2015/05/22 18:40:04+00,2015/08/21 00:00:00+00,,,13.6693584009396
53579,7170877,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,15.1,,,,,2015/05/22 18:40:23+00,2015/08/21 00:00:00+00,,,15.0985600054264
53580,7170880,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,14.58,,,,,2015/05/22 18:40:42+00,2015/08/21 00:00:00+00,,,14.5785652202064
53581,7170883,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,11.98,,,,,2015/05/22 18:40:52+00,2015/08/21 00:00:00+00,,,11.9754275605301
53582,7170886,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,54.54,,,,,2015/05/22 18:41:20+00,2015/08/21 00:00:00+00,,,54.5427428946996
53583,7170889,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,14.58,,,,,2015/05/22 18:41:31+00,2015/08/21 00:00:00+00,,,14.578501207503
53584,7170892,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,7.55,,,,,2015/05/22 18:41:44+00,2015/08/21 00:00:00+00,,,7.55043425205522
53585,7170895,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,9.5,,,,,2015/05/22 18:42:10+00,2015/08/21 00:00:00+00,,,9.50258770296434
53586,7170898,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,16.14,,,,,2015/05/22 18:42:19+00,2015/08/21 00:00:00+00,,,16.1403649659829
53587,7170901,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,6.9,,,,,2015/05/22 18:42:30+00,2015/08/21 00:00:00+00,,,6.89849601686001
53588,7170904,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,11.58,,,,,2015/05/22 18:42:46+00,2015/08/21 00:00:00+00,,,11.5842560082674
53589,7170907,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,44.26,,,,,2015/05/22 18:43:00+00,2015/08/21 00:00:00+00,,,44.2575265230142
53590,7170910,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,13.15,,,,,2015/05/22 18:43:55+00,2015/08/21 00:00:00+00,,,13.1487538139494
53591,7170913,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,14.84,,0,,,2015/05/22 18:44:15+00,2015/08/21 00:00:00+00,,,14.8405547722062
53592,7170916,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,8.34,,,,,2015/05/22 18:44:25+00,2015/08/21 00:00:00+00,,,8.33938611564907
53593,7170919,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,12.24,,,,,2015/05/22 18:44:41+00,2015/08/21 00:00:00+00,,,12.2357005090143
53594,7170922,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,8.72,,,,,2015/05/22 18:44:51+00,2015/08/21 00:00:00+00,,,8.72173952718966
53607,7173014,,Rain Garden,Seattle Public Utilities,Drainage,Vegetation,U Shaped,Connected,,Y,N,N,18.75,,,,,2015/05/22 18:16:44+00,2015/08/21 00:00:00+00,,,18.7504679006267
53715,7226595,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,41.5,6,6,37,35.43,2013/02/13 16:02:50+00,2015/07/17 00:00:00+00,,,41.5010893162503
53717,7226607,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,34.6,6,6,,38,2013/02/14 16:49:45+00,2015/07/17 00:00:00+00,,,34.5991704650053
53749,7232627,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,95.1,6,6,52.5,48.5,2013/02/14 13:13:47+00,2013/02/27 00:00:00+00,,,95.0958783174424
54283,7270664,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.4,4,4,,,2006/04/26 14:20:28+00,2013/04/26 00:00:00+00,,,8.40145749382507
54284,7270667,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.63,4,4,,,2006/04/26 14:20:28+00,2013/04/26 00:00:00+00,,,4.62932448244081
54298,7271445,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,21.02,4,4,,,2012/04/29 13:14:22+00,2013/04/29 00:00:00+00,,,21.0228308898468
54306,7271516,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,6.5,4,4,,,2012/04/29 13:37:41+00,2013/04/29 00:00:00+00,,,6.5042141406121
54316,7271935,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,N,3.17,4,4,,,2011/04/29 15:09:36+00,2013/04/29 00:00:00+00,,,3.17055239370879
54317,7271938,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,N,3.38,4,4,,,2011/04/29 15:09:36+00,2013/04/29 00:00:00+00,,,3.38188057261238
54318,7271941,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,N,3.31,4,4,,,2011/04/29 15:09:36+00,2013/04/29 00:00:00+00,,,3.30937070016518
54320,7272555,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,9.63,4,4,,,2011/04/30 10:48:01+00,2013/05/06 00:00:00+00,,,9.63185596037924
54321,7272558,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,10.71,4,4,,,2011/04/30 10:48:01+00,2013/05/06 00:00:00+00,,,10.7135774737751
54322,7272561,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,11.47,4,4,,,2011/04/30 10:48:01+00,2013/05/06 00:00:00+00,,,11.4659806045237
54323,7272564,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,10.59,4,4,,,2011/04/30 10:48:01+00,2013/05/06 00:00:00+00,,,10.5912735327206
54324,7272567,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,9.8,4,4,,,2011/04/30 10:48:01+00,2013/05/06 00:00:00+00,,,9.80149290515243
54333,7273418,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,5.47,4,4,,,2012/05/01 06:29:44+00,2013/05/01 00:00:00+00,,,5.47050671634061
54337,7274287,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.15,,,,,2012/05/01 13:32:01+00,2013/05/01 00:00:00+00,,,14.1497071452898
54338,7274290,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.26,,,,,2012/05/01 13:32:01+00,2013/05/01 00:00:00+00,,,7.26188193190263
54348,7275268,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,14.66,,,,,2012/05/02 12:49:10+00,2013/05/02 00:00:00+00,,,14.6617670676372
54354,7275709,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.98,,,,,2012/05/03 08:41:17+00,2013/05/03 00:00:00+00,,,8.97799219512737
54355,7275710,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.24,,,,,2012/05/03 08:41:17+00,2013/05/03 00:00:00+00,,,3.24155870757259
54359,7276243,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.3,4,4,,,2011/05/03 14:13:02+00,2013/05/03 00:00:00+00,,,11.3024139013279
54361,7276549,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.93,4,4,,,2012/05/03 18:01:19+00,2013/05/07 00:00:00+00,,,9.93483364040955
54362,7276554,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,32.84,4,4,,,2011/05/06 07:12:58+00,2013/05/06 00:00:00+00,,,32.8441393263834
54363,7276556,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.32,4,4,,,2011/05/06 07:27:08+00,2013/05/06 00:00:00+00,,,14.3233553004389
54364,7276558,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.77,4,4,,,2011/05/06 07:32:45+00,2013/05/06 00:00:00+00,,,8.76718744842199
54365,7276561,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.56,4,4,,,2011/05/06 07:32:45+00,2013/05/06 00:00:00+00,,,13.559232973767
54366,7276564,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.56,4,4,,,2011/05/06 07:32:45+00,2013/05/06 00:00:00+00,,,13.5647054931734
54367,7276567,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.61,4,4,,,2011/05/06 07:32:45+00,2013/05/06 00:00:00+00,,,8.61138212246509
54368,7276569,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,9.43,4,4,,,2010/05/06 07:39:25+00,2013/05/06 00:00:00+00,,,9.42835807016119
54369,7276572,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,8.9,4,4,,,2010/05/06 07:39:25+00,2013/05/06 00:00:00+00,,,8.89645832598491
54370,7276575,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,17.24,4,4,,,2010/05/06 07:39:25+00,2013/05/06 00:00:00+00,,,17.2385941700476
54371,7276620,0,Under Drain,Private,Drainage,Unknown,Circular,Connected,,Y,N,Y,11.35,4,4,,,2011/05/06 08:31:50+00,2013/05/06 00:00:00+00,,,11.3454416599813
54379,7276977,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.1,,,,,2012/05/07 11:03:21+00,2013/05/20 00:00:00+00,,,5.09512909714182
54380,7276980,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,18.81,,,,,2012/05/07 11:03:21+00,2013/05/20 00:00:00+00,,,18.8084181175903
54384,7277169,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,21.42,6,6,144.3,143.7,2012/05/07 13:55:30+00,2013/05/07 00:00:00+00,,,21.4152356882607
54385,7277171,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,39.02,6,6,143.5,142,2012/05/07 13:55:30+00,2013/05/07 00:00:00+00,,,39.0189744400142
54386,7277173,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,24.16,6,6,141.8,141,2012/05/07 13:55:30+00,2013/05/07 00:00:00+00,,,24.1634773972001
